Children,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Responses,Fixes,Replacements,Reliability,Options,Respectfulness,Courteous,Listening,DummyChurn,DummyTechie,DummyContract,DummyPort_modem,DummyTablet,DummyInternetService,DummyPhone,DummyMultiple,DummyOnlineSecurity,DummyOnlineBackup,DummyDeviceProtection,DummyTechSupport,DummyStreamingTV,DummyStreamingMovies
1,35988.24,11.741,9,0,0,15.877,139.979,5,5,5,6,2,5,6,5,0,0,0,0,1,0,1,0,1,1,0,0,0,1
4,35539.7,7.765,11,0,1,5.874,139.965,5,5,3,4,4,3,2,5,0,0,1,1,1,0,1,0,0,0,1,0,0,1
1,27959.34,7.13,5,1,0,3.756,137.439,2,2,3,5,3,1,2,3,0,0,0,0,1,1,1,0,0,0,0,0,1,0
6,52232.97,8.36,13,1,0,2.905,102.475,2,2,1,5,4,3,4,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,18198.59,9.428,17,3,0,1.475,252.638,4,3,4,3,3,3,3,5,1,0,0,1,1,1,1,1,0,0,1,0,1,1
0,16851.94,10.955,11,0,1,18.562,194.999,4,2,3,4,2,5,4,3,1,0,0,1,1,0,1,1,0,1,1,1,0,1
1,16440.05,10.862,16,1,0,12.391,242.611,5,4,5,4,3,4,3,5,1,0,0,1,0,0,1,1,0,1,0,0,1,1
3,44223.58,7.353,15,2,0,14.172,127.459,2,3,1,3,3,1,4,3,0,0,0,1,0,0,1,0,0,1,0,0,1,0
0,33343.73,11.389,14,1,0,3.86,129.976,3,3,3,5,4,3,3,4,0,0,1,0,1,0,1,0,1,1,0,0,1,0
0,30664.56,9.58,13,4,0,17.726,240.115,2,3,3,4,3,4,5,4,1,0,0,0,0,1,1,1,0,0,0,0,1,1
0,31934.04,10.792,18,1,0,3.043,174.976,4,3,3,3,3,4,3,5,0,0,0,0,0,1,1,0,1,1,1,0,1,0
1,26676.4,9.982,8,0,0,5.827,169.945,2,3,2,3,5,2,3,2,0,0,0,1,0,1,1,1,0,0,0,0,1,0
1,67211.95,6.512,12,0,1,4.649,162.512,5,5,5,4,3,4,4,3,1,0,0,1,1,0,1,1,1,0,1,0,0,1
2,31136.77,10.705,14,1,0,11.963,119.957,4,4,4,4,2,5,5,4,0,0,0,1,0,0,1,0,1,0,0,0,1,0
5,40660.84,11.584,11,0,1,4.526,137.439,4,3,4,3,5,4,3,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,10606.59,8.017,12,1,1,8.038,207.467,4,3,3,5,3,5,5,4,0,1,1,1,0,1,1,1,1,1,0,1,1,0
3,92447.71,15.121,12,0,0,1.417,149.974,4,4,4,3,3,3,3,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0
0,13612.16,12.636,18,0,0,19.835,225.179,3,2,2,2,5,3,2,4,0,0,0,0,0,0,1,0,1,1,1,1,1,1
3,13765.39,16.682,8,2,0,15.85,232.638,5,4,5,5,2,4,4,3,1,0,0,1,0,0,0,1,0,0,1,0,1,1
2,53019.98,11.084,10,2,1,15.949,117.472,4,4,3,2,5,3,2,4,0,0,0,1,1,0,1,0,0,0,0,1,1,0
0,42523.02,12.999,12,1,1,11.946,137.47,3,4,4,3,3,4,2,3,0,0,0,1,0,0,1,1,0,0,0,1,0,0
8,52143.7,11.179,14,1,1,16.034,220.132,3,4,4,4,3,2,3,2,0,0,0,1,0,1,1,0,0,0,1,0,1,1
5,19097.94,7.369,13,0,1,21.293,124.961,3,2,3,2,5,4,2,2,0,0,1,1,1,0,1,1,0,0,0,0,0,0
1,11301.4,9.847,11,0,0,4.956,199.99,4,5,4,4,3,4,3,4,0,1,0,1,1,0,1,1,1,1,1,1,1,0
3,17814.0,18.195,14,0,0,2.74,159.948,1,2,2,4,4,3,3,4,1,0,0,0,0,0,1,1,0,0,0,0,0,1
1,22533.05,13.54,13,1,1,4.973,245.146,3,3,3,3,3,2,3,2,1,0,0,0,0,1,0,0,1,1,1,0,1,1
3,19974.4,5.459,10,2,0,10.284,255.155,3,3,2,3,4,2,2,2,1,0,0,1,0,1,1,1,1,0,1,0,1,1
1,45146.99,12.077,11,1,1,2.582,134.951,3,4,2,5,3,4,3,3,0,0,1,1,1,1,1,0,0,1,0,0,0,0
3,10330.1,6.919,9,1,0,6.946,159.948,4,5,4,4,3,3,4,4,1,0,0,1,1,0,1,1,0,0,0,0,0,1
0,15281.28,14.842,8,3,0,9.999,139.988,4,4,4,4,4,3,3,4,0,0,0,0,0,0,1,1,1,0,0,1,0,0
1,11217.96,12.667,15,2,0,6.036,179.948,2,3,2,4,4,2,4,2,1,0,0,0,1,1,1,1,0,0,0,0,0,1
1,17516.0,11.438,13,0,1,9.005,127.474,5,6,4,4,5,5,5,4,0,0,0,0,1,0,0,0,0,1,1,0,0,0
2,20566.64,6.915,10,1,0,5.071,232.638,4,4,4,4,2,4,6,4,1,0,0,1,0,0,1,1,0,0,1,0,1,1
1,36128.68,11.302,12,1,1,12.021,195.006,4,3,2,3,4,2,3,2,1,0,0,1,1,1,1,1,1,1,1,1,0,0
1,52129.84,9.513,10,1,0,5.049,267.643,4,4,2,3,4,3,4,3,1,1,0,1,1,0,1,1,0,1,1,1,1,1
1,25985.06,9.497,11,1,0,18.172,149.96,3,3,3,4,4,4,3,4,0,0,1,0,1,1,1,0,1,0,0,0,0,1
1,10909.79,12.219,15,2,0,15.32,220.115,3,4,5,4,3,3,3,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1
1,41151.14,8.272,11,3,0,16.071,157.484,3,3,4,6,2,4,4,3,0,0,0,0,0,1,1,1,0,0,1,0,0,0
4,64063.23,10.249,14,3,0,7.873,127.475,2,3,3,5,3,4,3,2,0,0,1,1,0,0,1,0,0,0,0,1,0,1
1,20414.07,6.743,12,1,1,23.629,139.982,2,2,1,5,5,2,2,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0
0,41412.1,12.47,8,1,0,25.863,255.134,2,3,3,2,5,2,4,2,1,0,0,0,0,0,1,1,0,1,1,0,1,1
0,99195.08,7.914,16,1,0,9.405,194.966,3,2,2,4,2,4,4,4,1,0,0,0,0,0,1,1,0,1,1,0,0,1
0,18408.94,9.363,12,2,0,12.845,179.966,3,4,4,5,3,4,4,3,0,1,0,1,0,1,1,1,0,1,0,1,0,0
3,15930.45,17.413,10,0,1,16.593,174.977,3,4,3,3,4,4,3,3,1,1,0,1,1,0,0,1,0,0,1,1,1,0
0,25611.29,13.437,11,0,0,20.355,187.609,4,4,4,3,3,4,5,4,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4,9428.86,11.952,7,0,1,12.009,169.938,4,4,4,3,4,3,3,3,0,0,0,0,1,1,1,0,0,1,0,0,0,1
1,3810.16,4.55,17,2,1,2.861,115.002,2,3,3,4,4,3,2,2,0,0,0,1,0,0,1,1,1,0,0,0,0,0
1,118022.06,6.091,11,2,0,14.203,152.462,4,3,3,3,3,2,3,2,1,1,0,0,1,0,1,1,1,0,0,0,1,0
1,51992.79,10.286,10,1,1,4.982,207.609,2,2,4,3,4,1,2,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1
0,79993.43,11.177,12,0,2,23.122,147.503,3,3,3,3,3,3,3,2,0,0,0,1,0,0,1,1,0,1,1,0,0,0
0,37706.85,14.121,14,0,0,6.307,200.119,2,3,3,4,3,2,3,3,0,1,1,1,0,0,1,0,0,0,0,1,1,1
2,22466.53,7.8,13,1,0,12.736,137.498,5,4,4,2,5,2,4,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0
4,16608.27,7.122,14,0,0,12.005,134.98,2,3,2,3,4,3,3,5,0,0,1,0,0,0,1,1,0,1,0,0,0,0
2,25146.14,9.33,6,0,0,2.244,147.442,3,3,3,5,1,4,4,5,0,1,0,0,1,1,1,0,0,0,0,0,0,1
2,58882.35,7.509,18,0,0,1.583,197.494,4,4,3,3,3,3,3,3,0,0,0,0,0,1,1,1,1,0,1,1,1,0
4,31809.46,15.07,14,2,0,14.235,162.53,2,2,3,3,3,4,3,3,0,0,0,0,0,0,1,1,1,1,1,1,0,0
0,27235.54,9.321,14,0,0,15.281,210.152,4,4,2,4,5,3,3,6,1,0,0,0,0,0,1,0,0,1,1,0,1,1
3,70476.82,3.565,9,2,0,4.136,159.966,4,4,2,3,3,5,4,2,1,0,0,0,0,0,1,1,0,1,0,1,0,0
0,49396.09,7.78,12,3,0,9.741,190.174,2,2,3,4,5,2,3,2,1,0,0,0,0,0,0,0,1,0,1,0,1,1
6,35060.94,10.75,8,0,1,1.214,202.65,3,2,1,4,3,4,4,4,1,0,1,0,0,0,1,0,1,0,1,0,1,1
0,66055.53,7.738,11,2,0,11.863,134.951,2,2,2,4,2,4,4,4,0,0,0,1,0,1,1,0,0,1,0,0,0,0
7,91335.76,12.013,11,1,0,2.417,142.501,3,4,4,2,5,4,3,4,0,0,0,0,0,0,1,0,1,1,1,1,0,0
3,54349.75,14.047,21,0,1,6.733,114.998,4,4,5,2,2,4,4,3,0,1,0,0,1,0,1,0,0,1,1,0,0,0
0,75042.1,3.112,12,1,1,6.549,232.624,4,5,4,4,5,3,5,3,1,0,1,1,1,0,1,1,0,0,0,1,1,1
7,91001.1,8.285,8,1,0,10.572,242.628,3,2,1,3,5,3,3,6,1,0,0,1,0,1,1,0,0,1,1,0,1,1
4,44426.28,6.27,20,0,0,3.38,202.443,3,2,4,3,3,3,4,2,1,0,0,1,1,1,0,1,0,1,0,0,0,1
0,63284.16,9.804,16,1,1,8.959,124.994,5,5,5,5,4,4,4,3,0,0,1,0,0,0,1,1,0,0,0,1,0,0
3,14039.21,8.571,5,1,0,10.237,174.977,6,6,5,2,3,4,5,4,0,0,1,0,0,0,1,1,0,0,1,1,1,0
0,12453.24,10.003,14,0,1,14.965,225.146,5,5,5,2,5,4,4,4,1,0,0,1,0,0,0,0,1,1,1,0,1,1
1,15934.12,4.255,12,0,1,23.793,275.134,4,4,5,3,3,4,3,4,1,0,0,0,0,1,1,1,0,1,1,0,1,1
0,48314.4,11.271,14,1,0,11.457,287.643,2,2,2,5,4,4,4,3,1,0,0,1,1,1,1,1,0,1,1,1,1,1
4,5511.77,8.478,19,0,0,11.041,177.651,3,4,3,4,3,4,5,6,1,0,0,1,0,0,1,0,1,0,0,0,1,1
3,10701.11,9.753,19,0,1,7.426,220.115,3,2,4,3,3,5,2,4,1,0,0,0,0,0,0,1,0,0,0,0,1,1
1,10767.15,14.574,13,0,0,2.412,197.517,3,3,4,4,2,3,3,4,1,0,0,1,0,0,1,1,1,1,1,1,0,1
4,13493.63,13.134,15,1,1,2.01,194.974,5,6,3,3,3,4,5,3,0,0,0,1,0,1,1,1,1,0,0,1,0,1
0,25071.58,11.628,15,0,0,9.068,175.133,2,2,1,1,4,3,3,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1
0,368.5,6.114,11,0,1,1.927,147.478,3,3,4,5,5,4,2,3,1,0,0,1,0,1,1,1,1,0,0,0,0,0
0,27976.63,12.766,8,2,1,11.774,134.98,4,4,4,2,4,2,3,2,0,0,1,0,1,0,1,1,0,1,0,0,0,0
0,56154.5,6.349,10,3,0,2.585,157.484,1,2,2,2,2,3,3,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0
0,62145.59,16.109,9,2,1,9.518,255.142,3,2,3,4,3,4,5,3,0,0,0,1,0,1,1,1,1,0,0,1,1,1
1,6517.94,7.152,13,0,0,9.533,137.439,4,4,5,4,3,5,4,5,0,0,1,1,1,1,1,0,0,0,0,0,1,0
1,19090.03,4.575,13,0,0,23.104,235.159,4,5,4,4,3,4,5,4,0,0,0,1,0,1,1,0,1,0,1,1,1,1
0,13194.33,13.423,9,0,0,5.105,147.46,4,4,4,4,3,4,6,5,1,0,0,1,0,1,1,0,0,1,0,1,0,0
2,63963.36,3.56,8,1,0,6.878,232.638,4,3,3,3,4,3,3,3,1,1,0,0,0,0,1,1,0,0,1,0,1,1
1,34447.89,5.971,13,3,0,21.178,137.439,3,4,4,5,4,4,3,3,1,0,0,1,0,1,1,0,0,0,0,0,1,0
2,36315.29,7.287,16,3,0,1.586,129.948,4,3,3,3,4,3,3,4,0,0,0,0,1,0,1,0,0,0,0,1,1,0
0,5009.07,11.3,18,3,0,3.778,242.633,4,3,5,3,3,4,5,4,1,0,0,0,0,1,1,1,1,0,0,0,1,1
1,14202.72,10.265,17,0,0,11.583,187.609,4,4,4,3,3,4,3,4,1,1,0,0,0,0,1,0,0,0,0,0,1,1
8,54779.76,16.281,14,0,0,11.623,232.652,3,3,3,5,3,4,4,5,1,1,0,0,0,0,1,1,1,1,0,0,1,1
1,36453.31,10.966,8,1,0,20.78,159.98,3,3,4,3,4,2,2,3,0,0,0,0,0,0,1,1,0,0,0,1,0,1
2,11250.71,10.935,16,1,1,3.94,159.948,3,3,5,5,2,4,4,5,1,0,0,0,0,0,1,1,0,0,0,0,0,1
0,65951.35,2.98,11,0,0,11.381,137.487,4,4,3,4,3,3,4,3,0,1,0,0,0,1,1,0,0,0,1,1,0,0
8,15292.25,17.053,14,0,1,1.473,245.132,5,5,5,4,3,5,3,5,1,0,1,0,0,1,1,0,1,1,0,1,1,1
0,41879.1,12.292,11,0,1,12.756,117.439,3,3,3,3,4,3,3,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,17080.57,10.327,10,0,1,6.254,209.993,3,3,4,3,4,4,5,4,1,0,1,0,1,0,1,1,1,1,1,1,0,1
2,68122.23,9.229,18,0,0,18.954,169.974,2,3,2,3,4,1,2,3,0,0,0,0,0,1,1,1,1,1,0,0,0,0
2,39468.79,10.028,11,1,1,9.64,197.47,3,3,4,3,5,2,4,3,0,0,1,0,0,0,1,1,1,1,0,1,0,1
0,123763.12,7.259,10,1,0,5.201,137.516,6,5,5,4,2,4,5,3,1,0,0,1,0,0,1,1,0,0,1,1,0,0
1,84301.44,10.973,10,0,1,12.421,207.475,3,3,4,3,4,2,4,3,1,0,0,0,1,0,1,1,0,1,1,1,0,1
2,42469.81,11.87,14,1,0,8.134,160.001,4,4,4,1,7,3,2,3,0,0,0,0,0,1,1,1,1,0,1,0,0,0
0,75458.79,9.531,10,1,0,14.868,147.478,5,5,5,2,3,3,4,5,0,0,1,1,0,1,1,1,1,0,0,0,0,0
3,60345.9,8.798,11,1,0,5.549,127.489,4,4,4,4,3,4,4,5,0,0,1,1,0,0,1,0,0,0,1,0,0,1
4,76066.77,15.271,12,2,1,18.355,139.982,3,3,4,4,4,3,5,5,0,0,0,0,0,0,1,0,0,1,1,0,1,0
2,42755.27,7.014,8,0,1,7.628,220.132,3,2,3,2,3,5,4,3,1,1,0,0,1,1,1,0,0,0,1,0,1,1
5,76874.25,10.62,10,0,0,4.44,214.953,2,3,3,3,3,4,3,2,0,0,0,1,0,1,1,1,0,1,0,1,0,1
1,41075.64,10.046,14,1,1,11.169,139.998,5,5,5,4,3,5,4,3,0,1,0,0,0,0,1,0,0,0,1,1,0,1
1,63095.62,10.88,15,1,2,14.141,270.16,3,3,3,3,4,2,4,4,1,1,0,0,0,0,0,1,1,1,1,1,1,1
4,82131.87,9.975,13,1,0,3.212,202.443,5,3,4,2,4,3,4,2,1,0,1,1,0,1,1,1,0,1,0,0,0,1
2,28502.33,7.249,10,1,2,16.849,172.474,4,4,4,3,3,3,4,3,0,0,0,0,0,1,1,0,0,0,1,1,0,1
4,9450.84,9.53,16,1,1,3.835,137.468,4,4,4,3,4,3,2,4,1,0,0,0,1,0,1,1,0,0,0,0,1,0
1,44977.06,6.592,16,3,0,6.198,104.963,3,3,3,4,3,3,3,4,0,0,1,1,0,0,1,0,0,0,0,0,1,0
0,13583.35,8.124,12,3,0,4.217,174.97,3,4,5,3,5,2,4,3,0,0,1,1,0,0,1,0,0,1,1,1,0,1
0,42093.64,11.447,11,1,0,4.355,139.998,4,3,5,3,2,2,4,4,0,0,0,1,0,0,0,0,0,0,1,1,0,1
3,55398.87,10.176,17,2,0,4.03,144.989,4,4,3,3,4,1,2,4,0,0,1,0,1,0,1,0,1,0,1,1,1,0
0,22362.59,13.736,15,0,2,9.916,114.998,4,4,5,4,4,3,4,2,0,0,0,1,0,0,1,0,0,1,1,0,0,0
0,40271.47,13.934,11,1,0,9.822,172.485,3,3,3,3,5,2,3,3,1,1,0,1,0,0,1,1,1,1,0,0,0,1
0,56178.63,3.405,11,2,0,9.184,124.978,5,5,4,4,4,4,3,2,0,0,0,1,0,1,1,0,0,0,1,0,0,0
0,21053.35,10.693,8,2,1,8.893,174.992,2,3,2,4,4,2,3,3,0,0,0,0,1,1,1,0,1,0,1,1,0,1
1,75866.75,10.12,11,0,0,7.661,92.488,4,5,4,2,4,3,3,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3,74061.48,5.863,16,0,0,12.477,139.965,4,5,3,5,2,6,5,4,0,0,0,1,0,0,1,0,0,0,1,0,0,1
7,35102.93,13.358,8,0,0,2.462,192.471,3,3,4,3,2,2,4,3,1,0,0,0,1,1,1,1,0,0,1,0,0,1
1,26391.1,14.041,10,1,0,14.099,220.119,2,2,2,4,2,3,4,3,1,0,0,0,1,1,1,0,0,0,0,1,1,1
1,29982.49,4.587,14,0,0,7.273,232.623,5,5,5,4,2,4,5,4,1,1,0,1,1,1,1,0,1,1,0,0,1,1
1,51154.34,11.036,9,1,0,3.999,210.156,4,4,6,4,4,4,5,2,0,0,0,1,0,0,1,1,1,0,0,0,1,1
1,37583.97,11.328,11,1,1,3.116,114.973,3,3,3,2,3,3,1,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0
1,28654.87,5.307,13,1,0,13.679,149.978,4,4,3,3,5,4,4,4,0,0,0,0,1,1,1,0,1,1,0,1,0,0
1,119968.61,8.994,7,3,0,14.673,184.985,4,3,4,4,3,4,3,5,1,0,0,1,0,1,0,1,1,0,1,0,1,0
4,11591.09,11.057,11,1,0,5.954,132.48,4,3,3,3,3,5,4,4,0,0,0,0,0,0,1,0,1,0,1,0,1,0
4,70174.11,8.703,11,0,0,11.746,190.127,3,3,4,5,3,4,3,4,1,0,0,0,0,0,1,0,1,0,0,0,1,1
1,8495.04,7.046,11,1,2,5.954,92.488,3,4,3,4,3,4,4,5,0,1,1,1,0,0,1,0,0,0,0,1,0,0
5,17191.02,12.614,12,2,0,22.858,220.115,2,3,3,5,2,4,5,5,1,1,0,0,0,0,1,1,0,0,0,0,1,1
2,24732.09,9.704,13,1,1,1.408,107.496,4,4,3,3,2,5,4,5,1,0,0,1,0,0,1,0,1,0,1,0,0,0
0,27282.21,8.22,13,0,1,21.083,169.967,4,5,4,4,3,3,3,4,0,0,1,1,0,0,1,1,0,1,0,0,0,1
9,40902.49,8.816,8,0,1,11.104,222.679,4,3,4,2,5,3,4,3,1,0,0,1,0,0,1,1,1,0,1,0,1,1
0,87568.16,11.118,12,0,0,9.734,200.132,4,4,4,3,5,5,3,5,1,0,0,1,0,0,1,0,0,0,1,0,1,1
0,69327.78,13.071,10,2,1,12.218,262.611,3,3,3,5,3,2,4,3,1,0,0,0,1,1,1,1,0,1,0,0,1,1
1,5194.22,12.109,13,2,0,2.424,152.495,3,3,1,3,3,4,3,3,1,1,0,1,0,0,1,1,1,0,0,1,1,0
1,12951.51,9.681,15,1,0,13.661,202.636,3,3,3,4,3,2,4,4,0,0,0,0,0,0,1,0,1,0,0,1,1,1
9,11179.42,10.495,11,0,0,8.702,127.478,3,2,2,3,4,4,4,5,0,0,0,0,1,0,1,1,1,0,0,0,0,0
0,47288.09,7.536,11,0,0,4.844,159.983,3,5,3,2,4,5,5,5,0,1,0,0,0,1,1,0,0,1,1,1,0,0
4,114398.35,8.713,10,2,0,6.485,124.961,2,2,2,4,4,3,4,5,1,0,0,0,0,0,1,1,0,0,0,0,0,0
6,105646.73,7.192,10,1,0,1.141,252.624,2,3,4,1,5,2,3,5,1,1,0,1,0,1,1,1,0,0,0,1,1,1
3,42386.84,12.287,9,0,0,7.692,104.978,4,5,4,2,6,4,5,3,0,0,1,1,0,0,1,0,0,0,1,0,0,0
3,38864.57,10.66,10,1,0,13.73,204.961,4,5,3,3,3,4,3,4,1,0,0,0,1,1,1,1,1,1,0,0,0,1
4,25215.22,7.044,13,2,0,5.69,245.146,2,2,3,3,2,3,1,3,1,0,0,1,0,1,1,0,1,1,1,0,1,1
1,9302.3,12.149,14,1,0,6.689,95.019,5,5,4,4,4,4,5,5,0,0,1,0,1,0,1,0,1,0,1,0,0,0
0,45225.74,12.711,14,2,0,9.476,169.938,3,2,2,4,2,4,4,4,0,1,0,1,1,1,1,0,0,1,0,0,0,1
0,29976.15,9.759,14,0,0,4.893,207.475,5,5,5,5,2,5,4,5,1,0,0,1,1,0,1,1,0,1,1,1,0,1
1,13155.79,2.817,13,0,1,2.657,114.984,3,2,4,2,4,3,2,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0
4,14980.5,9.618,9,4,0,8.382,232.638,6,6,5,3,5,4,4,4,1,0,0,1,0,0,1,1,0,0,1,0,1,1
9,24017.57,13.066,14,2,1,14.533,225.132,4,4,2,3,4,5,4,4,0,0,1,1,0,0,1,0,1,1,0,1,1,1
8,26204.77,8.669,11,1,0,13.628,212.641,5,5,4,2,3,5,6,4,1,0,1,1,0,0,1,0,0,0,1,1,1,1
3,27978.78,13.975,10,3,0,1.282,152.495,3,3,2,3,3,4,2,3,1,0,0,1,0,0,0,1,1,0,0,1,1,0
1,46622.3,11.199,10,0,0,3.366,134.951,4,3,3,4,3,5,5,4,1,0,0,1,0,1,1,0,0,1,0,0,0,0
0,34419.26,10.189,12,1,0,5.398,200.132,4,5,5,3,4,4,4,3,1,0,0,1,0,0,1,0,0,0,1,0,1,1
7,8507.97,9.519,11,3,0,9.001,197.47,5,4,3,2,3,3,4,2,0,0,1,1,0,0,1,1,1,1,0,1,0,1
3,64420.19,11.02,15,3,2,10.975,192.457,4,4,4,4,4,5,5,5,0,0,1,0,0,1,1,1,0,0,0,1,0,1
0,122263.81,14.911,15,2,0,7.826,162.471,5,2,4,3,3,4,3,3,1,0,0,0,1,1,1,0,0,0,1,1,1,0
3,64446.9,11.18,13,2,0,14.13,222.661,4,4,4,5,3,3,2,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1
1,20647.83,12.168,17,1,0,14.669,114.951,4,4,4,2,5,3,3,4,0,0,1,1,0,0,1,0,0,1,0,0,0,0
0,23956.91,17.392,10,1,0,5.388,182.447,3,2,4,2,5,3,3,2,1,0,0,1,0,1,1,0,0,1,0,1,0,1
1,56003.36,12.025,10,1,0,2.811,95.006,2,3,3,6,2,3,4,3,0,0,1,1,1,0,1,0,1,0,0,1,0,0
10,50150.81,6.677,12,2,0,2.485,172.457,4,3,3,4,3,3,4,3,1,0,0,0,0,0,1,1,0,0,0,1,0,1
10,4180.22,11.787,7,1,0,2.051,177.651,3,2,3,3,5,4,3,4,0,0,1,1,0,0,1,0,1,0,0,0,1,1
4,70023.28,7.847,14,2,0,6.101,207.639,4,3,5,4,3,4,4,4,0,0,0,1,0,0,1,1,0,0,0,0,1,1
1,40728.96,5.67,13,2,0,4.95,220.119,4,5,4,3,4,3,3,3,1,0,1,0,0,1,1,0,0,0,0,1,1,1
1,69248.13,13.37,19,1,0,10.167,137.468,3,4,3,3,3,3,4,4,0,0,1,1,0,0,1,1,0,0,0,0,1,0
1,65187.42,9.826,13,2,0,12.296,159.965,4,5,3,4,4,5,3,4,1,0,0,1,0,1,1,0,0,0,1,0,0,1
1,26005.77,12.072,13,1,0,24.887,182.465,2,3,3,3,3,3,4,2,0,0,1,1,0,1,1,1,1,0,0,0,0,1
2,10423.75,15.425,12,1,1,9.66,129.978,2,2,3,2,3,2,1,3,0,0,0,1,0,0,1,0,1,1,0,1,0,0
4,28909.96,8.602,9,0,0,7.664,112.484,4,4,3,3,3,4,4,5,1,1,0,1,1,0,1,1,0,0,0,0,0,0
2,28219.28,8.788,10,0,0,5.254,127.489,5,6,6,4,4,5,6,5,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2,67319.27,6.362,12,1,2,13.591,162.471,2,3,3,4,4,3,3,4,0,0,1,1,1,1,1,0,0,0,1,1,1,0
0,71348.1,9.507,13,0,1,12.349,154.962,5,5,5,4,2,6,5,4,1,0,0,1,0,0,0,0,1,1,0,1,1,0
4,39231.99,12.068,10,0,1,18.373,194.977,6,4,5,5,2,5,5,4,0,0,1,0,1,1,1,1,0,0,1,1,1,0
8,28129.21,5.6,10,1,0,8.498,192.489,3,3,4,3,3,4,3,2,0,0,0,1,0,1,1,1,0,1,1,1,0,0
7,69104.9,13.16,14,1,0,22.336,162.453,2,3,4,4,3,3,4,3,0,0,1,0,0,1,1,0,1,1,0,0,1,0
1,31282.78,6.185,18,1,0,1.542,107.481,3,4,4,3,5,4,4,3,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,65229.24,9.09,10,1,0,12.785,142.483,2,3,3,4,2,3,5,3,1,0,0,0,0,0,1,0,1,0,1,0,0,1
8,15110.46,11.211,13,1,0,2.528,165.018,4,4,5,4,2,4,4,4,1,0,1,0,1,0,1,1,1,0,1,1,1,0
0,66922.3,5.869,12,0,0,7.066,125.007,3,4,3,2,4,2,5,5,0,0,0,0,1,0,1,1,0,0,1,0,0,0
3,1666.59,2.657,12,2,0,4.259,139.988,3,2,3,3,3,4,4,3,1,0,0,0,1,0,1,1,1,0,0,1,0,0
6,50258.38,13.755,11,1,0,4.802,112.455,2,2,2,3,4,3,3,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0
4,54373.35,11.071,13,1,0,5.205,212.623,2,2,3,2,3,4,3,3,1,0,1,0,1,0,1,0,1,1,0,0,1,1
5,33588.84,10.748,9,0,1,32.073,182.461,3,3,4,4,2,5,5,5,0,1,0,0,0,1,1,0,0,1,1,0,0,1
1,23629.05,15.686,10,1,2,11.168,159.948,3,3,4,4,3,2,3,5,1,1,0,1,0,0,1,1,0,0,0,0,0,1
0,91186.03,10.086,13,0,0,16.8,245.146,3,2,4,4,5,2,1,4,0,0,1,0,1,1,1,0,1,1,1,0,1,1
0,20204.74,16.268,14,0,0,17.621,149.978,3,3,2,5,4,3,5,3,0,0,0,1,0,1,1,0,1,1,0,1,0,0
1,37703.83,4.946,12,1,0,17.188,184.967,4,5,5,1,4,3,3,4,1,0,0,1,1,1,1,0,0,1,1,1,1,0
2,29117.32,14.196,7,1,0,17.521,92.455,3,3,2,3,4,3,3,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4,52531.72,15.834,14,1,0,10.41,149.945,5,4,3,3,4,4,4,3,0,0,0,1,1,0,1,1,0,0,0,0,1,0
4,25742.72,7.663,16,0,0,3.31,167.456,2,4,3,2,6,3,2,3,1,0,0,0,1,1,1,1,0,1,0,0,0,0
7,21072.82,7.439,17,3,1,2.994,197.517,5,4,5,4,4,3,6,4,1,0,0,0,0,0,1,1,1,1,1,1,0,1
1,37774.81,11.706,11,1,0,16.26,152.488,5,5,5,4,4,4,4,2,1,0,0,0,0,0,1,0,1,1,0,1,0,1
3,20811.42,13.608,6,2,1,3.045,162.483,3,3,2,3,4,3,3,3,1,0,0,0,1,1,1,0,1,0,1,0,0,1
0,34474.39,6.026,11,2,0,15.358,262.611,1,2,2,3,4,2,2,2,1,0,0,0,0,1,1,1,0,1,0,0,1,1
3,81388.6,8.274,7,0,0,5.941,190.174,3,3,4,4,1,4,4,3,1,0,0,1,0,0,1,0,1,0,1,0,1,1
0,78272.96,9.425,10,0,0,5.989,187.514,3,3,3,4,4,3,4,3,1,0,0,1,1,0,0,1,1,1,1,1,1,0
2,11655.88,10.06,11,1,0,7.139,212.641,3,3,3,3,5,3,4,3,1,0,0,0,0,0,1,0,0,0,1,1,1,1
