,Tenure,DummyStreamingMovies,DummyStreamingTV,DummyContract,DummyMultiple,DummyTechie,DummyInternetService,DummyDeviceProtection,DummyOnlineBackup,DummyPhone
3706,5.888,1,0,0,0,0,1,1,0,1
6813,50.8,1,0,0,0,1,1,1,1,1
8011,65.98,1,1,0,0,1,0,1,0,1
9520,66.897,0,0,1,1,0,1,0,0,1
2353,1.482,1,0,0,1,0,0,0,0,1
4801,8.696,1,0,0,1,0,0,1,0,1
8033,54.064,1,1,1,1,0,0,1,0,1
3690,9.447,0,1,1,1,0,0,0,0,0
6922,63.11,1,0,0,1,0,1,1,1,1
5499,52.163,1,0,0,0,0,0,1,0,1
9512,68.207,1,0,0,0,0,1,0,1,1
2181,6.075,1,1,0,1,0,0,0,0,1
9517,54.893,1,1,0,0,0,1,0,1,1
3015,7.179,1,0,0,1,0,0,1,0,1
8666,67.919,1,0,1,0,0,0,1,1,0
4641,7.813,0,1,1,0,0,1,0,0,1
1447,4.844,1,0,0,1,0,0,1,1,1
4803,14.454,1,0,0,0,0,0,0,0,1
5715,54.781,0,1,1,0,0,0,0,0,1
5717,47.406,1,0,0,1,0,0,0,0,1
8102,68.425,0,1,0,0,1,0,0,0,1
3219,2.149,0,0,0,1,0,1,0,1,1
9058,41.184,0,0,1,0,0,0,1,1,1
9705,65.633,1,1,0,1,0,0,0,0,1
634,3.77,1,1,0,1,0,1,0,0,1
3177,5.624,0,0,0,1,1,0,1,0,1
3069,16.019,1,0,1,0,0,0,0,0,1
8916,66.223,0,0,0,1,0,0,0,1,1
2036,7.231,0,1,0,1,0,0,0,0,1
955,9.759,1,1,0,0,0,0,0,0,1
792,5.311,1,0,0,0,0,1,0,0,1
7224,50.341,1,0,0,1,0,0,0,1,1
3448,10.508,0,1,0,0,0,1,1,0,1
1854,19.798,0,1,0,1,0,1,0,1,1
5221,55.229,1,1,0,0,0,1,0,1,0
6187,45.507,1,0,0,0,0,0,0,0,1
9814,56.687,0,1,0,1,0,0,0,1,1
8512,67.062,0,1,0,1,1,0,0,0,0
2773,12.02,0,1,0,1,0,0,1,0,1
8209,41.94,1,1,1,0,0,1,1,1,1
592,15.38,1,1,0,1,0,0,0,0,1
606,7.737,0,1,0,0,0,0,1,0,1
1383,5.813,0,1,0,1,0,0,0,1,1
219,4.956,0,1,0,1,1,0,1,1,1
2472,1.896,1,0,0,0,0,0,1,1,1
4554,3.246,0,1,0,0,0,0,0,0,0
8908,71.213,1,0,0,1,0,1,0,1,1
8338,66.137,0,0,0,1,0,1,1,0,1
5633,46.306,0,0,0,0,0,1,1,0,1
4204,1.204,0,1,1,0,0,0,0,0,1
2687,22.129,0,0,0,1,1,1,0,0,1
6324,68.461,0,1,0,1,0,0,0,0,1
7231,71.234,0,1,0,0,0,0,1,0,0
9423,62.086,1,1,0,1,0,0,1,1,0
3759,2.531,0,0,0,0,0,0,1,1,1
5734,71.023,0,0,0,0,1,0,1,0,1
5127,60.943,0,1,0,0,0,1,1,0,1
2588,25.725,0,0,0,0,0,1,1,0,1
3296,9.245,0,1,0,0,1,1,1,1,1
2575,1.312,0,1,1,0,0,1,0,0,1
5736,62.153,0,1,0,0,0,1,1,1,1
282,3.778,1,1,0,1,0,1,0,0,1
8230,61.282,1,1,0,0,0,1,0,0,1
4881,2.224,1,0,0,1,0,0,1,0,1
249,2.244,1,0,0,0,1,1,0,0,1
9550,64.675,0,0,0,0,0,0,0,0,1
3913,4.869,0,0,1,1,0,0,0,1,1
1916,4.385,0,1,0,1,0,1,0,0,1
8237,44.722,0,0,0,1,0,0,1,1,1
8619,65.195,0,0,1,0,0,0,0,1,1
5386,58.867,1,0,1,0,0,1,1,1,1
9333,69.696,0,1,0,0,0,0,1,0,1
388,2.994,1,0,0,1,0,0,1,1,1
6639,57.026,1,1,0,0,0,1,1,1,1
4442,21.364,0,0,1,1,0,0,0,0,1
925,4.245,0,1,0,1,0,0,1,0,1
6246,57.781,0,0,0,1,0,0,1,1,1
7072,65.216,0,1,0,1,0,0,0,0,1
227,9.005,0,0,0,0,0,0,1,1,0
5146,62.707,0,0,0,0,0,0,1,0,1
440,3.365,1,1,0,0,0,1,1,1,1
3384,1.321,1,0,0,1,0,0,1,1,1
7004,70.241,1,1,1,0,0,1,0,1,1
1929,22.379,0,0,0,1,0,0,0,0,1
7380,50.682,1,1,0,0,0,1,1,0,1
2885,19.627,0,0,0,0,0,1,1,0,1
4421,15.124,1,1,0,1,1,1,1,0,1
900,11.56,0,1,0,0,0,0,1,0,1
3088,20.721,0,0,0,0,0,0,0,0,1
9004,70.862,1,1,0,0,0,0,0,0,1
8632,46.652,1,0,0,1,0,0,0,1,1
4335,13.191,0,0,0,1,0,0,0,1,0
8305,69.229,1,1,0,1,0,1,0,0,1
8662,45.486,0,1,1,0,0,0,1,0,1
3941,23.491,1,1,1,0,0,0,1,0,0
7405,41.149,0,1,0,1,0,1,0,1,1
6275,68.596,1,0,0,0,0,1,0,0,1
6756,65.663,0,1,0,0,1,0,1,1,1
1071,11.188,1,1,0,1,0,0,1,0,1
5933,52.664,0,1,0,1,1,1,0,1,1
5065,61.324,0,1,0,1,0,0,0,1,1
1855,16.861,0,0,0,0,0,1,0,0,1
4243,9.079,0,0,1,0,0,1,1,1,1
4685,4.527,1,1,0,1,0,0,0,1,1
520,20.439,1,0,1,0,0,0,1,0,1
3331,23.185,1,0,0,1,0,0,1,0,1
8698,70.224,0,0,0,0,1,0,1,0,0
9231,59.214,0,1,0,1,1,0,0,0,0
2983,10.943,1,1,0,0,0,1,1,0,1
2042,11.715,1,1,1,1,0,1,1,1,0
6473,45.729,1,0,1,1,0,1,0,0,1
1587,5.105,1,0,0,1,1,0,0,1,1
4575,7.845,1,0,0,0,1,0,0,1,1
1847,14.267,1,0,0,0,0,1,0,0,1
7735,56.778,0,0,0,0,0,0,0,1,1
8254,63.861,0,0,1,1,0,1,0,1,1
8340,71.688,0,1,0,1,0,1,0,0,1
5306,49.781,0,0,0,1,1,1,0,1,1
8030,69.593,1,1,0,0,0,0,0,0,1
7110,63.411,0,0,0,1,0,1,1,0,1
3856,21.421,0,1,0,1,0,1,0,1,1
263,10.237,0,1,1,1,0,0,1,0,1
7616,53.361,1,1,0,0,0,0,0,0,1
4967,2.397,1,0,0,1,0,0,0,1,1
9269,50.9,1,1,1,0,0,1,1,0,1
7442,71.149,1,1,1,0,0,0,1,1,1
4772,7.355,0,0,0,1,0,0,1,1,0
6562,66.72,1,1,0,1,1,1,0,1,1
553,10.402,1,1,0,0,0,0,0,0,1
8359,60.084,0,0,0,1,0,1,1,1,1
1373,2.045,0,1,1,0,1,1,0,0,1
7704,61.001,0,1,1,1,0,0,1,0,1
7874,55.105,1,1,1,1,0,1,0,1,1
3107,7.533,1,0,0,0,0,0,0,1,1
7603,59.848,1,0,1,1,0,1,1,0,0
8207,42.323,0,0,0,1,1,1,0,0,1
7289,66.297,0,1,1,0,0,1,1,0,1
555,7.604,1,0,1,0,1,1,1,0,1
8228,71.708,0,0,0,0,0,1,1,0,1
9809,61.48,0,1,0,1,0,0,1,1,1
8871,65.88,1,1,0,1,0,0,0,0,1
4406,2.78,0,0,0,0,1,1,1,0,1
3532,5.187,0,1,1,0,1,0,0,1,1
4299,9.518,0,1,0,0,0,1,1,0,1
9663,59.787,0,0,0,1,0,1,0,1,1
3679,3.235,0,0,0,1,0,0,0,0,1
9197,67.72,0,1,0,0,1,1,0,1,1
4777,10.128,1,0,0,1,0,1,1,0,1
8973,65.339,1,1,0,1,0,1,1,1,1
8812,61.0,0,1,0,1,0,1,1,1,1
9471,64.045,0,1,0,0,0,0,0,0,1
6293,49.227,1,1,0,1,1,1,0,1,1
7300,56.538,0,0,0,1,0,1,0,1,1
5761,57.139,0,0,0,1,0,0,0,1,1
9580,66.6,0,1,0,0,0,1,1,0,1
5036,62.486,1,0,1,0,0,0,1,1,1
5156,71.518,1,1,0,0,0,1,0,1,1
1951,1.0,1,1,1,0,0,0,0,0,1
2143,13.174,0,0,0,0,1,1,1,0,1
2951,11.06,1,1,1,0,0,1,0,1,1
9110,55.45,0,1,0,1,0,1,1,1,1
9964,70.298,1,0,0,1,0,0,0,0,1
1556,11.326,0,1,1,1,0,0,1,1,0
3604,11.291,0,1,0,0,0,0,0,0,1
2401,4.323,0,1,0,0,0,0,0,0,1
7169,63.205,0,1,0,0,0,0,1,1,1
119,9.345,1,1,1,0,1,0,0,1,1
4468,9.79,0,1,0,0,0,1,0,0,1
561,4.902,1,0,0,0,1,0,1,1,1
3081,1.295,0,1,0,1,0,0,1,1,1
7612,51.403,1,0,0,0,0,0,0,1,1
802,14.605,1,1,0,1,0,1,0,1,1
2197,4.799,1,0,0,0,0,0,0,0,1
7198,69.916,1,0,0,1,0,1,0,0,1
2569,3.766,0,0,0,0,0,1,0,1,1
6154,59.812,0,1,1,0,0,0,0,0,1
3975,3.43,1,1,0,1,0,1,1,1,1
8197,68.039,0,0,0,1,0,1,0,0,1
9226,59.52,0,1,0,0,0,0,1,1,1
5489,67.224,1,0,0,1,0,1,1,0,0
7323,47.304,1,0,0,0,0,0,0,1,1
5481,49.834,0,0,0,0,0,0,1,0,1
6024,55.2,0,0,0,1,0,1,0,1,1
2284,18.138,0,1,0,1,0,1,0,0,1
7536,61.684,1,1,1,1,0,0,0,1,1
4220,1.924,0,0,0,0,0,1,0,1,1
5180,71.58,1,0,0,0,0,0,0,0,1
8637,71.376,0,0,0,1,0,1,0,1,1
17,2.303,1,1,1,0,0,0,1,0,1
5107,42.365,1,0,0,1,0,0,1,0,1
8495,70.995,1,0,0,1,1,1,0,1,1
1993,3.992,1,0,1,1,1,0,1,1,1
5215,46.778,0,0,1,0,0,1,0,1,1
6463,50.892,1,1,0,0,0,1,0,0,1
1028,9.54,1,0,1,0,0,1,1,1,1
5118,42.362,0,1,0,0,0,0,0,1,1
8816,65.27,1,0,0,0,1,0,1,0,1
8168,68.793,1,0,1,0,0,0,0,1,1
2603,1.506,0,1,0,0,0,1,0,1,1
6744,52.088,1,0,0,1,0,0,1,0,1
1686,6.703,1,1,0,1,0,1,1,0,1
2896,6.726,0,0,0,1,1,0,0,1,0
8645,62.806,0,0,0,0,0,1,0,1,1
3350,8.4,1,0,0,0,0,1,1,1,1
5855,62.397,0,1,0,0,1,0,0,0,0
3716,1.178,0,0,0,0,0,0,0,0,1
8248,62.842,1,1,1,1,0,0,1,0,1
175,12.647,0,1,0,0,1,1,1,0,1
401,1.285,1,0,1,0,1,0,0,0,1
3072,11.204,0,0,1,1,0,1,0,0,1
7101,70.317,1,0,0,0,1,0,1,0,1
5980,67.288,0,0,1,1,0,1,0,1,1
8601,59.162,1,0,1,0,1,1,1,1,1
6710,38.024,0,0,0,0,0,1,0,0,1
7885,53.795,0,0,1,0,0,0,1,1,1
5435,58.329,0,0,1,0,0,1,0,0,1
1037,2.391,0,0,1,1,0,0,0,0,1
7276,70.712,1,0,0,0,0,1,0,1,1
6330,57.3,0,0,0,1,0,1,0,1,1
8080,48.77,1,0,0,1,0,0,0,1,1
9498,59.544,1,0,0,1,0,1,0,1,1
6705,65.6,0,1,0,0,0,1,1,1,1
6681,71.918,1,0,1,0,1,1,0,0,1
9830,66.393,0,1,1,0,1,0,1,0,1
2411,6.452,0,0,1,1,0,0,1,1,1
6696,58.856,0,1,0,1,0,0,0,0,1
984,9.485,0,0,1,0,0,0,1,0,1
6432,71.77,0,0,0,1,0,0,0,1,1
8189,69.257,0,1,0,0,0,1,0,0,1
729,29.828,1,1,0,0,0,1,1,0,1
6998,70.695,0,1,0,0,0,0,1,0,1
3655,28.311,1,0,1,0,0,0,0,0,1
9640,67.269,1,0,0,0,0,0,0,1,1
5590,69.764,0,0,0,0,0,0,0,0,1
1121,3.148,0,0,0,0,0,0,0,0,1
3063,2.438,0,1,0,1,0,1,0,0,1
9267,67.002,1,0,0,0,0,1,1,1,0
5297,61.256,1,0,1,0,0,0,0,1,0
9418,46.947,0,0,1,1,0,1,0,0,1
6859,52.134,1,0,1,1,0,0,1,0,1
5558,43.249,1,1,0,1,0,1,0,0,1
8433,60.747,0,0,1,1,0,1,0,0,1
1676,1.019,1,0,0,0,0,1,0,0,1
1975,12.573,1,0,0,1,0,1,1,0,1
1853,9.63,1,1,0,0,0,0,0,0,1
8693,68.18,0,1,0,1,0,1,1,0,1
4248,12.487,1,0,0,0,0,0,1,1,1
5833,68.632,0,0,0,0,0,0,0,1,1
7911,47.242,1,1,0,0,0,1,0,1,1
384,17.188,0,1,0,0,0,1,1,1,1
6184,70.985,1,1,1,1,0,1,0,1,1
705,19.284,0,1,1,1,0,1,1,0,1
3244,6.645,1,0,0,0,0,0,0,1,1
943,1.551,1,1,0,0,0,0,0,0,1
8463,64.481,0,1,0,1,0,0,0,0,1
4313,9.565,1,1,0,1,0,0,1,1,1
7920,50.845,0,0,0,0,0,1,1,1,1
7434,63.7,0,0,0,1,0,1,1,0,1
2495,16.87,1,1,0,0,0,0,0,1,1
2510,8.387,0,0,0,0,0,1,0,1,1
2940,15.233,1,0,1,1,0,1,1,0,1
7256,64.529,0,1,0,0,0,1,0,0,1
7318,69.348,0,0,1,1,0,1,0,1,1
4015,2.866,0,1,0,0,0,1,1,0,1
8534,67.257,1,0,0,1,0,1,0,0,1
9651,48.651,0,0,0,1,0,1,1,0,0
5631,61.848,1,0,0,0,0,1,0,1,1
5018,67.156,1,1,0,0,0,1,1,1,1
6058,65.186,0,1,0,1,1,0,0,0,1
7317,45.814,0,1,1,0,0,0,0,0,1
7842,71.745,0,0,0,1,0,1,0,0,1
6326,71.36,1,1,0,1,1,1,0,1,1
5636,58.055,0,0,0,0,0,1,0,0,1
8775,39.421,0,0,0,0,0,0,0,1,1
8457,62.995,1,1,0,0,0,1,1,1,1
4785,12.956,1,0,1,1,0,0,0,0,1
5988,71.663,0,1,0,0,0,1,1,1,1
5702,61.787,1,1,1,1,0,0,1,0,1
6610,38.768,1,1,0,0,0,0,1,1,1
5104,55.209,0,1,0,1,0,1,1,0,1
7126,55.86,0,0,0,0,0,0,0,0,1
2239,3.021,0,1,0,0,0,0,1,0,1
9199,48.618,1,1,0,0,0,1,0,0,1
5887,58.994,0,0,0,1,0,0,1,0,1
8174,69.7,1,1,0,0,0,1,1,1,0
4590,17.384,1,0,0,1,1,0,0,0,1
7654,63.905,1,0,0,1,0,0,0,1,1
9038,63.033,1,0,0,1,1,1,0,0,1
6623,52.91,1,1,0,1,0,1,0,0,1
3397,7.557,0,1,1,1,0,1,1,1,1
9191,46.667,1,0,1,0,0,0,0,1,1
2031,11.936,0,0,0,0,0,0,0,0,1
3119,10.183,1,1,0,0,0,0,1,1,1
9534,58.203,0,0,0,1,0,0,1,1,1
5275,43.118,1,0,0,1,0,0,0,1,1
2358,2.478,0,1,1,0,1,1,0,1,1
4569,6.187,1,0,0,1,0,0,0,1,1
1689,6.735,0,1,0,1,0,0,0,0,1
3473,5.319,0,1,0,0,0,0,1,0,1
8845,53.603,1,0,0,1,0,1,0,1,1
3871,9.548,0,0,0,0,0,1,0,0,1
4748,7.752,0,0,0,0,0,1,0,1,1
8137,65.134,0,1,0,0,0,0,0,0,0
3516,22.975,0,0,0,1,0,1,0,1,1
5891,40.784,1,0,0,1,0,0,0,0,1
9690,48.077,0,1,0,0,0,0,1,0,1
7902,67.588,1,1,1,0,0,1,1,0,1
4912,11.691,1,1,0,1,1,0,0,1,1
3305,14.244,0,1,0,1,0,0,1,1,1
1090,5.825,0,1,1,1,0,0,0,0,1
2718,1.131,0,1,0,1,0,1,1,1,1
588,11.86,0,0,0,1,0,0,0,1,1
660,5.991,1,0,0,1,1,1,1,1,1
4,1.671,0,1,0,0,0,1,0,0,0
7537,70.627,1,1,1,0,0,0,1,0,1
9234,66.033,1,1,0,1,0,0,0,0,1
3427,4.076,1,0,0,1,0,1,0,0,1
784,2.968,0,0,0,0,0,0,0,1,1
1309,7.926,0,1,0,0,0,0,1,1,1
6779,44.943,0,0,0,1,1,0,1,1,1
4250,4.083,0,0,0,1,1,1,0,1,1
2878,6.631,0,1,0,1,0,1,0,0,1
2326,9.233,1,1,0,1,0,0,0,1,1
9778,50.09,1,0,1,0,0,0,0,0,1
2461,5.972,0,1,1,0,0,0,1,1,1
1512,17.488,0,0,0,1,0,0,1,0,0
7870,70.115,0,0,1,0,0,0,0,0,0
5998,58.945,1,1,0,1,0,0,1,0,1
5531,58.647,1,0,0,0,0,0,0,1,1
6192,61.203,0,1,0,1,0,0,0,1,1
2435,20.222,1,1,0,0,0,0,0,0,1
6062,45.587,0,1,0,0,1,1,1,1,1
982,1.797,0,0,0,0,0,1,1,1,1
200,1.475,1,1,0,1,0,1,1,0,1
3489,2.313,0,0,0,0,0,0,0,1,1
8069,71.093,0,1,0,0,0,0,0,0,1
9704,67.755,0,0,0,1,0,0,1,0,1
6805,38.682,1,0,1,1,0,0,0,0,0
4104,15.159,1,0,0,0,0,1,1,0,1
1224,18.426,1,0,0,0,0,1,0,0,0
5985,47.51,1,1,0,1,1,0,0,0,1
2943,10.914,0,0,0,0,0,1,1,1,1
9741,60.454,0,1,0,0,0,1,1,1,1
3178,16.311,1,0,1,1,0,0,1,1,1
7583,39.715,0,0,0,1,0,1,1,0,1
5025,60.146,0,1,0,0,0,1,0,1,1
6270,59.552,0,0,0,0,0,0,1,1,1
4424,1.971,0,1,1,0,1,0,0,1,1
5577,59.862,0,0,0,0,0,0,1,1,1
5812,50.982,1,0,0,0,0,1,0,1,1
54,12.08,0,0,0,1,0,1,1,0,1
5425,65.526,0,0,0,1,1,0,1,0,1
8860,50.555,0,0,0,1,0,0,0,0,1
8828,70.568,0,1,0,0,0,1,0,0,0
1086,8.925,1,1,0,0,1,0,1,0,1
2712,7.36,0,1,0,1,0,0,1,0,1
1390,7.196,0,0,0,1,0,0,0,1,1
1534,11.487,0,1,1,1,0,0,1,0,1
6951,53.268,1,1,0,0,0,1,0,0,1
8041,53.628,1,1,1,1,1,1,1,0,0
5880,71.804,0,0,0,0,0,1,0,1,1
3165,6.894,0,1,0,1,0,0,0,1,1
9831,66.258,0,1,0,0,0,0,0,0,1
1627,5.811,0,0,0,0,1,0,0,0,1
7974,46.686,0,1,0,1,0,1,0,1,1
8576,41.097,1,0,0,0,0,1,1,0,1
22,6.652,0,0,0,0,0,1,0,0,1
3901,13.726,0,0,0,0,0,0,1,1,1
5388,54.03,0,0,0,0,0,0,1,0,1
9485,68.309,0,1,1,1,0,0,0,1,1
6576,63.097,1,0,1,0,1,1,0,1,1
5493,63.043,1,0,0,0,0,1,1,1,1
1461,3.725,0,0,0,1,0,0,1,1,1
8496,66.899,1,0,0,1,1,0,0,1,1
2402,5.793,0,1,1,0,0,0,1,0,1
9611,70.184,0,0,0,1,0,1,1,0,1
5523,62.019,1,0,0,0,0,1,0,1,1
1221,15.823,1,1,1,0,0,0,0,0,1
2605,4.148,0,0,1,0,0,1,1,0,1
8362,45.222,1,0,0,1,0,1,0,1,1
6425,59.741,0,1,0,0,1,0,1,0,1
7243,49.017,0,1,1,0,0,0,0,0,1
4298,14.552,0,1,0,0,0,0,0,0,1
3891,8.752,0,0,1,0,0,1,1,1,1
7482,65.02,1,1,1,0,1,0,1,1,1
8706,55.495,1,0,1,1,1,1,1,1,1
1776,21.612,1,1,0,1,0,0,0,0,1
1051,8.701,1,0,1,1,0,1,0,0,1
1977,14.513,0,1,0,1,0,0,0,0,1
9094,66.828,1,0,0,1,0,1,1,1,1
618,2.981,1,0,1,0,0,1,0,0,1
1599,3.195,0,0,0,1,1,1,0,0,1
8269,52.645,0,1,1,0,0,1,0,0,1
4669,10.99,1,1,0,0,1,0,0,1,1
2345,14.96,0,0,0,1,0,1,1,1,1
5549,47.456,0,1,0,1,0,0,0,1,1
4237,4.099,1,0,0,1,0,0,0,1,1
7966,63.838,1,0,0,0,0,0,1,1,1
4306,7.633,1,0,0,0,0,0,0,1,1
6132,58.263,0,0,0,0,0,0,1,0,1
217,16.034,1,1,0,0,0,1,1,0,1
6420,68.307,0,1,0,0,1,1,0,1,1
9826,54.938,0,0,0,0,0,1,0,1,0
7742,63.918,1,0,0,1,0,1,1,0,0
248,12.005,0,0,1,1,0,0,0,1,1
5169,69.174,0,0,0,1,0,1,0,0,1
5928,53.449,1,1,0,1,0,0,0,1,1
4075,2.558,1,0,0,1,0,0,1,1,0
7876,45.106,1,1,0,0,1,0,0,1,1
9569,46.906,1,0,0,0,0,0,0,1,1
8696,61.878,1,0,0,0,0,0,0,0,1
8780,60.72,0,0,1,1,0,1,1,1,1
9935,70.504,1,1,0,0,1,0,1,1,1
5790,70.175,0,1,1,1,0,1,0,1,1
5471,57.816,0,0,1,1,0,0,1,0,1
5863,70.009,0,1,1,0,1,1,0,1,1
7123,65.152,0,0,1,1,0,0,0,1,1
1831,11.768,0,1,0,1,0,1,0,1,0
5108,53.074,0,1,0,0,0,0,1,1,1
6573,47.673,0,0,0,0,0,0,0,1,1
4446,2.51,1,0,0,1,0,0,0,0,1
2070,5.43,1,1,0,1,1,0,0,0,0
3205,4.533,0,1,1,0,0,0,1,1,1
9249,66.504,1,1,0,0,1,0,1,1,1
6482,70.851,0,0,1,0,1,0,0,1,1
1564,2.916,1,0,0,0,0,0,1,1,1
3496,1.359,1,0,0,1,0,0,1,1,1
940,5.915,1,0,0,1,0,0,0,1,1
2577,5.525,1,1,0,1,0,1,1,1,0
4167,18.674,0,1,0,1,0,0,1,0,1
5837,57.44,1,1,0,1,0,0,0,1,1
2356,8.328,0,0,1,1,0,0,0,0,1
454,7.457,0,1,1,1,0,0,0,1,1
8846,54.374,0,0,0,0,0,1,0,1,1
1714,1.515,1,0,0,0,0,0,1,0,1
5047,67.477,1,1,1,0,1,1,1,1,1
2570,12.504,0,0,0,1,0,0,0,1,1
761,1.754,0,0,1,0,1,0,1,0,1
5023,56.639,1,0,0,0,1,0,1,0,1
1147,7.952,0,1,0,0,0,1,1,1,1
5273,43.391,0,1,0,1,0,0,0,1,1
8014,40.805,1,0,0,1,0,0,0,0,1
8984,69.987,0,0,1,0,1,1,0,1,1
6498,68.614,0,0,0,1,0,1,1,0,1
6327,70.682,1,0,1,1,0,1,1,1,1
2228,9.526,0,1,0,0,1,0,1,1,1
5910,69.833,0,0,0,0,1,0,1,1,1
1950,1.77,1,1,0,1,1,0,0,1,1
2119,14.294,1,1,1,1,0,1,0,0,1
5947,52.548,0,0,0,0,0,0,0,0,1
1664,6.544,1,1,0,0,0,1,1,1,1
7140,69.292,0,0,1,0,0,0,1,1,1
3695,3.993,1,0,0,0,1,0,1,0,0
5292,64.567,1,0,1,0,0,0,0,1,1
2145,24.343,1,1,0,0,0,0,0,0,1
5472,67.858,1,0,0,0,0,0,1,0,1
1287,1.157,1,0,0,0,0,0,0,1,1
2762,18.21,1,1,0,1,0,0,0,0,1
8826,60.32,1,0,0,0,0,1,0,0,0
462,13.996,1,1,0,1,1,1,0,0,1
2188,8.907,1,1,0,1,0,0,0,0,1
1963,3.271,0,0,0,0,0,0,1,1,1
5952,56.633,0,0,1,0,1,0,0,1,1
5367,53.453,1,0,1,1,0,0,1,0,1
3657,10.552,0,0,0,1,0,0,1,1,1
4276,5.493,1,1,0,0,0,1,0,1,1
9028,42.595,1,0,0,0,0,1,1,0,1
5625,62.38,0,0,1,0,0,0,1,0,1
1253,13.132,0,0,0,0,1,0,0,1,1
4386,17.773,1,0,1,0,0,0,1,0,1
1153,7.078,0,1,1,0,0,0,1,1,1
3216,4.94,0,1,0,0,0,1,0,0,1
8322,66.161,1,1,0,0,1,1,0,0,1
7933,51.043,1,1,1,0,0,1,1,1,1
7436,55.67,1,0,0,1,0,0,1,0,1
6034,58.366,1,0,0,1,1,0,1,1,1
8221,55.047,1,1,0,1,0,0,1,0,1
4180,12.355,1,1,0,0,0,0,1,1,1
1684,7.356,0,0,1,0,0,0,1,1,1
7030,71.15,1,0,0,0,0,0,0,0,1
1414,3.847,0,0,0,1,0,0,1,0,1
1409,1.523,1,0,0,0,0,0,0,0,1
874,14.897,1,1,1,0,0,0,1,1,1
1941,9.66,0,1,1,1,0,0,0,0,1
9768,69.089,1,1,0,1,0,0,0,1,1
4453,19.228,0,0,0,0,0,0,0,1,1
4371,14.349,1,1,0,1,1,1,1,0,0
1875,7.827,1,0,0,0,0,0,1,0,1
6881,55.471,0,1,0,0,0,0,1,0,1
7467,50.802,0,1,1,0,0,0,1,1,0
7968,54.238,0,1,0,0,1,0,0,1,1
4285,6.419,1,1,0,1,0,1,1,0,1
8582,65.066,1,0,0,0,0,1,1,1,1
9671,54.648,1,0,0,1,0,0,1,0,0
3859,6.072,0,1,0,0,0,0,0,0,1
4648,7.276,1,1,0,0,0,1,0,0,1
3817,2.44,0,0,0,1,0,0,1,1,1
9183,71.071,0,0,0,1,0,0,0,1,0
8970,43.525,0,0,0,1,0,0,0,0,1
9654,66.969,0,1,0,1,0,0,0,1,1
6378,44.593,1,0,1,0,0,1,1,1,1
4839,9.387,1,1,0,0,0,1,1,0,1
1578,11.537,1,1,0,1,0,0,0,1,1
965,2.625,1,0,0,0,1,0,1,0,1
8097,47.162,0,1,0,1,0,1,0,0,1
4258,20.528,0,0,0,1,0,0,0,0,1
2108,6.766,0,1,1,1,0,0,0,0,1
7839,54.127,1,1,1,1,0,1,1,0,1
1511,2.6,0,1,0,0,0,0,0,0,1
1885,3.032,1,0,0,1,0,1,1,0,1
3977,3.932,0,1,0,0,0,0,0,0,1
6501,65.629,0,1,0,1,0,0,0,1,1
8733,60.508,0,1,0,0,0,1,0,1,1
9852,69.857,1,0,0,1,0,0,0,1,1
1102,9.277,1,0,0,0,1,1,0,0,1
7321,66.995,1,1,1,0,0,0,1,0,1
1748,15.088,1,1,1,1,1,0,1,1,1
8665,54.429,0,0,0,1,1,1,1,0,1
9037,38.145,0,0,0,1,0,1,0,0,0
8244,70.897,1,1,1,1,0,1,1,1,1
2408,19.144,0,0,0,1,0,0,0,0,1
7793,47.563,0,1,1,0,0,1,0,0,1
8205,64.446,0,1,0,0,0,1,1,1,1
3830,4.535,0,1,0,1,0,1,0,0,1
8910,59.788,1,0,1,0,0,1,0,0,1
9558,60.72,0,1,0,0,0,0,1,0,1
5478,59.275,0,1,1,0,0,1,1,0,1
6764,69.832,1,1,1,1,0,0,0,1,1
413,11.321,0,1,1,1,1,1,0,1,1
3908,11.003,0,0,1,1,0,1,1,1,1
3404,10.071,1,1,1,0,1,0,1,1,1
1190,10.747,0,1,0,1,1,0,1,1,1
2957,7.774,0,0,0,0,1,1,1,0,1
8762,62.534,0,1,0,1,0,1,0,0,1
8154,65.661,1,1,0,0,1,0,0,0,1
7092,41.713,1,0,0,1,1,0,1,0,1
2805,7.875,1,1,1,0,1,1,0,0,0
1040,3.644,1,1,0,1,0,1,0,0,1
6136,47.348,1,1,1,0,0,1,1,1,1
3259,1.611,0,1,0,0,0,1,1,1,1
7347,63.888,1,1,0,1,1,0,0,1,0
321,13.679,0,0,0,0,0,1,0,1,1
9951,48.826,1,1,0,1,0,0,0,1,1
6749,67.203,1,1,0,0,0,1,0,0,1
9525,61.507,0,0,0,0,0,1,1,1,1
4269,4.073,1,1,0,1,1,1,0,0,1
3774,3.613,1,1,1,0,1,0,1,1,1
1817,9.984,0,0,0,0,0,0,0,1,1
1075,3.219,1,1,0,0,0,1,1,1,1
7040,43.345,1,1,0,0,0,0,0,1,1
145,2.733,0,1,0,1,0,1,1,1,1
9005,67.112,0,0,0,0,0,0,1,1,1
3380,6.03,0,1,0,0,0,0,1,1,0
559,6.013,1,0,1,1,0,1,0,1,1
2909,16.422,0,1,1,1,0,1,1,1,1
2781,14.369,0,1,1,0,0,1,1,1,1
4365,7.539,0,1,0,1,0,0,0,1,1
517,7.226,1,0,0,0,0,1,0,1,1
